name,ra,dec,lii,bii,cluster_radius,pm_ra,pm_dec,rad_vel,rad_vel_error,num_cluster_stars,distance
NGC 2301,102.945,0.465,212.557,0.288,  0.260,  -0.71,  -4.07,   39.65,   12.35,    357,     805
FSR 0991,83.108,0.53,203.146,-17.25,  0.150,   5.00,  -9.42,   43.20,   13.10,     26,    1934
FSR 0098,281.902,0.607,33.036,1.128,  0.115,   0.54,  -6.54,,,    180,    5387
ASCC 22,93.63,0.66,208.103,-7.902,  0.205,  -4.16,  -3.97,   90.30,    3.54,     64,     771
FSR 1080,104.565,0.884,212.923,1.921,  0.150,  -1.99,  -4.54,,,    122,    1753
ASCC 18,81.562,0.9,202.021,-18.424,  0.440,   3.21,  -0.96,   24.40,   10.50,     94,     313
NGC 2324,106.043,1.038,213.459,3.306,  0.275,  -2.74,   0.35,   41.81,    0.25,    201,    3842
NGC 2189,93.03,1.055,207.469,-8.251,  0.150,   1.88,  -2.16,,,    102,    1468
NGC 2262,99.915,1.14,210.573,-2.1,  0.140,   2.35,  -0.06,,,    117,    2511
FSR 1147,120.082,1.26,219.823,15.872,  0.210,  -3.30,   2.93,,,     53,    1508
MWSC 4317,257.618,1.265,21.994,22.924,  0.190,  -2.07,  -0.16,,,     61,    2391
Collinder 350,267.053,1.36,26.817,14.666,  0.550,  -3.50,  -0.44,  -14.38,    0.20,    189,     302
Teutsch 13,100.98,1.395,210.833,-1.036,  0.135,  -2.64,  -3.72,,,    104,    2753
MWSC 4547,303.053,1.525,43.853,-17.155,  0.165,  -0.56,  -1.95,,,     50,    4298
FSR 1053,99.993,1.533,210.259,-1.851,  0.150,   0.83,  -0.19,,,    133,    1202
FSR 0107,287.262,1.537,36.312,-3.214,  0.110,  -4.36,  -5.10,,,    111,    2847
FSR 1091,107.903,1.605,213.803,5.22,  0.150,   1.37,  -5.61,,,     91,    1952
ASCC 106,295.83,1.62,40.387,-10.765,  0.520,  -1.90,  -2.90,  -62.20,    0.20,    311,     525
ASCC 16,81.037,1.64,201.07,-18.521,  0.660,   2.21,  -0.18,   30.00,,    267,     397
ASCC 20,82.189,1.64,201.663,-17.516,  0.725,   0.59,   0.33,   22.97,    4.80,    188,     394
Alessi 15,100.763,1.675,210.485,-1.101,  0.110,   1.29,   3.31,,,     32,    2362
FSR 1133,118.252,1.72,218.519,14.467,  0.150,  -2.07,  -3.34,,,     41,    3112
Dolidze 24,101.183,1.735,210.623,-0.701,  0.140,  -1.46,  -3.12,,,     91,    1261
Collinder 115,101.647,1.797,210.78,-0.259,  0.115,  -0.20,  -3.05,,,    107,    2272
Saurer 1,110.234,1.8,214.697,7.383,  0.090,   3.46,  -6.73,   95.30,    1.78,     12,   13719
FSR 1057,101.79,1.965,210.696,-0.055,  0.120,  -1.89,  -2.21,,,     81,    2910
FSR 0110,291.447,2.005,38.663,-6.711,  0.125,  -0.03,  -6.67,,,     80,    1361
Collinder 110,99.675,2.035,209.667,-1.904,  0.350,   2.28,  -2.55,,,    623,    2362
ASCC 35,108.172,2.105,213.479,5.688,  0.235,  -1.55,  -2.25,,,     49,     787
Alessi 16,100.89,2.175,210.098,-0.76,  0.075,  -0.98,  -2.14,   50.33,,     26,    2088
Alessi 59,103.088,2.19,211.086,1.201,  0.110,   0.85,  -2.37,,,     95,    3511
MWSC 5656,79.162,2.21,199.564,-19.867,  0.195,   1.94,   0.17,,,     35,    1847
MWSC 5346,259.3,2.212,23.768,21.904,  0.180,  -0.81,  -3.35,,,     47,    1952
Collinder 91,95.46,2.374,207.424,-5.488,  0.255,   0.67,  -1.22,  -11.84,,    271,    1467
Berkeley 35,107.484,2.733,212.603,5.36,  0.120,  -7.78,   2.28,,,     65,    5012
FSR 0101,282.309,2.767,35.144,1.751,  0.200,   0.99,  -0.98,,,    135,    1657
Collinder 96,97.627,2.845,208.007,-3.349,  0.110,   0.29,  -3.09,   12.00,    7.40,     31,    1056
Collinder 359,270.12,2.875,29.654,12.643,  0.800,   0.22,  -8.90,   -4.57,    0.19,    463,     640
MWSC 5356,262.096,2.89,25.817,19.761,  0.180,  -3.67,  -2.40,,,     31,    1151
Berkeley 28,103.035,2.91,210.421,1.483,  0.120,  -0.49,  -2.56,,,     85,    1964
FSR 1033,97.088,2.935,207.678,-3.787,  0.120,   0.59,  -3.52,,,     65,    1710
NGC 2319,105.171,3.035,211.281,3.439,  0.165,  -0.95,  -2.30,,,     89,     985
vdBergh 1,99.255,3.07,208.554,-1.802,  0.195,  -0.29,  -0.53,   19.29,    1.57,    156,    1490
FSR 1076,108.36,3.148,212.63,6.328,  0.175,  -3.60,   0.31,,,     55,    1031
Berkeley 30,104.45,3.217,210.791,2.88,  0.130,   1.27,  -0.75,,,     37,    4983
FSR 1031,97.575,3.39,207.498,-3.145,  0.160,   0.77,  -2.72,,,    149,    1791
NGC 2270,100.995,3.47,208.994,-0.075,  0.200,   1.75,  -1.39,   40.00,    3.70,    213,    1415
ASCC 31,105.27,3.53,210.884,3.752,  0.170,  -0.91,  -2.19,,,     59,     747
FSR 1083,110.513,3.58,213.223,8.439,  0.130,  -1.74,   1.83,,,     40,    1775
FSR 1051,103.035,3.655,209.758,1.822,  0.165,   0.13,  -1.92,,,    131,    1180
FSR 1032,99.067,4,207.642,-1.542,  0.100,  -1.90,  -0.37,,,     35,    1944
MWSC 5154,186.24,4.045,286.466,66.067,  0.260,  -3.90,  -9.30,,,     12,     799
NGC 6481,268.2,4.167,29.941,14.938,  0.125,  -0.60,  -5.02,,,     41,    1836
FSR 0095,272.515,4.222,31.99,11.124,  0.115,  -4.12,  -5.31,,,     85,    4297
NGC 6755,286.954,4.267,38.598,-1.688,  0.195,  -5.45,  -7.00,   18.70,    5.80,    237,    2010
Czernik 39,286.882,4.333,38.624,-1.594,  0.110,  -6.03,  -7.96,,,    106,    1143
FSR 0966,79.38,4.418,197.66,-18.567,  0.110,   1.06,  -3.65,,,     20,    2220
RMC-4b,98.559,4.46,207,-1.781,  0.100,  -0.75,  -1.26,,,     17,    1174
MWSC 5344,258.87,4.57,25.804,23.392,  0.185,  -2.22,  -2.00,,,     38,    1604
Dias 2,92.28,4.585,203.966,-7.263,  0.180,  -0.87,   0.70,,,    116,    2973
Dolidze 22,95.809,4.59,205.616,-4.151,  0.160,  -1.14,  -1.42,,,    122,    1775
NGC 2269,100.808,4.615,207.89,0.282,  0.155,  -0.50,  -2.00,,,    143,    1585
Collinder 107,99.626,4.635,207.333,-0.756,  0.180,  -2.50,  -0.26,   21.55,    5.77,    104,    1447
NGC 6756,287.187,4.717,39.105,-1.687,  0.110,  -4.68,  -4.35,,,    131,    1951
FSR 0128,307.755,4.72,49.243,-19.625,  0.108,  -0.72,  -5.37,,,     31,    1504
Collinder 104,99.112,4.773,206.976,-1.147,  0.100,  -1.99,  -1.74,,,     63,    2025
NGC 2180,92.438,4.805,203.845,-7.021,  0.110,   0.60,   0.19,,,     52,    1882
MWSC 5350,260.505,4.915,26.951,22.106,  0.145,  -1.95,  -5.04,,,     50,    1914
Czernik 38,282.447,4.96,37.162,2.625,  0.165,  -3.08,  -5.29,,,    334,    1763
Collinder 92,95.73,5.1,205.126,-3.984,  0.215,  -1.58,  -0.73,,,    207,    2670
FSR 1000,93.067,5.185,203.805,-6.288,  0.160,   0.76,   0.79,,,    127,    1917
MWSC 5351,260.805,5.342,27.508,22.035,  0.120,  -0.68,  -4.20,,,     30,    1288
Berkeley 78,110.925,5.366,211.797,9.611,  0.132,  -3.06,   0.41,   59.10,    2.80,     89,    4670
NGC 2252,98.625,5.37,206.222,-1.304,  0.220,  -1.45,  -2.77,    9.00,    7.40,    251,     900
FSR 0978,87.007,5.395,200.697,-11.487,  0.140,   0.76,  -7.27,,,     56,    2143
IC 4756,279.735,5.45,36.374,5.256,  0.800,  -1.15,  -3.88,  -22.45,    1.37,   2024,     483
NGC 2186,93.037,5.463,203.544,-6.184,  0.130,   0.03,  -0.12,   20.15,    0.19,     92,    1445
FSR 0099,273.091,5.475,33.394,11.175,  0.090,  -2.84,  -9.04,,,     38,    2495
FSR 0964,81.112,5.476,197.622,-16.543,  0.160,   0.36,  -3.66,,,     46,    2795
Archinal 1,283.71,5.54,38.251,1.769,  0.100,  -0.29,  -3.13,,,     79,    1453
BDSB 11,287.184,5.597,39.885,-1.279,  0.085,  -4.33,  -4.52,,,     43,    2093
IC 4665,266.565,5.695,30.594,17.081,  0.700,  -0.60,  -8.00,  -12.23,    1.18,    275,     352
FSR 1102,118.391,5.7,214.909,16.404,  0.155,  -3.91,  -3.65,,,     47,    1659
FSR 0091,264.588,5.721,29.689,18.85,  0.110,  -3.36, -10.38,,,     26,    1660
NGC 2143,90.799,5.745,202.23,-8.011,  0.195,  -1.37,  -1.69,,,    141,    1490
Berkeley 26,102.547,5.755,207.665,2.344,  0.085,  -4.12,  -2.98,,,     32,    2724
Berkeley 27,102.84,5.763,207.791,2.607,  0.100,  -4.20,  -1.52,,,     63,    5042
MWSC 5651,77.683,5.89,195.406,-19.257,  0.165,  -1.12,  -1.82,,,     30,    2485
MWSC 4561,305.97,5.9,49.346,-17.494,  0.185,  -3.11, -11.70,,,     63,    1968
Collinder 97,97.92,5.975,205.361,-1.647,  0.155,  -0.92,  -2.18,   17.88,    3.91,    136,    1259
NGC 2202,94.215,6.027,203.598,-4.885,  0.130,   0.61,  -1.93,,,     62,    1940
Collinder 106,99.308,6.07,205.913,-0.379,  0.510,  -2.00,   0.50,   28.72,    4.99,    304,    1581
ASCC 34,107.655,6.08,209.677,7.024,  0.205,  -2.06,  -0.36,,,     22,     477
MWSC 5358,264.293,6.135,29.941,19.299,  0.150,  -4.39,  -7.61,,,     48,    1553
Juchert 3,286.887,6.283,40.358,-0.701,  0.185,  -2.30,  -4.95,,,     83,    1481
Czernik 27,105.78,6.413,208.535,5.508,  0.085,  -2.78,  -1.18,,,     19,    4338
MWSC 5340,257.618,6.425,26.984,25.352,  0.170,  -1.24,  -2.51,,,     46,    1361
Berkeley 32,104.528,6.435,207.952,4.407,  0.125,   0.55,  -2.32,  101.00,    3.30,    129,    4996
NGC 6633,276.836,6.5,36.014,8.304,  0.365,  -0.30,  -2.65,  -25.43,    3.79,    145,     385
FSR 1025,102.626,6.6,206.947,2.797,  0.085,  -1.65,  -1.70,,,     43,    2095
MWSC 5359,264.533,6.618,30.512,19.301,  0.130,  -1.96,  -9.34,,,     41,    1721
FSR 1029,103.515,6.725,207.236,3.641,  0.125,   0.78,  -3.98,,,     77,    1905
Kronberger 3,294.75,6.768,44.459,-7.375,  0.080,  -5.02,  -2.47,,,     20,    3685
Juchert 18,97.863,6.804,204.6,-1.315,  0.095,  -1.81,  -2.04,,,     41,    2290
NGC 2236,97.418,6.817,204.384,-1.701,  0.165,  -1.95,  -1.41,,,    180,    2654
Collinder 111,99.708,6.915,205.344,0.363,  0.115,  -2.06,  -1.60,   32.00,,     86,    1191
Czernik 25,93.423,6.953,202.406,-5.143,  0.205,   0.22,   0.22,,,    258,    1861
FSR 0985,92.94,7.02,202.119,-5.534,  0.170,  -0.64,  -3.84,,,    143,    2450
Dolidze 21,81.883,7.075,196.595,-15.07,  0.170,  -3.17,  -5.59,,,     67,    2376
Dolidze 17,80.632,7.16,195.86,-16.093,  0.145,  -0.50,  -6.51,,,     44,    1031
ASCC 26,102.608,7.25,206.359,3.076,  0.160,  -3.01,  -2.09,    8.00,    7.40,     54,     981
FSR 0988,94.74,7.327,202.692,-3.814,  0.155,   1.15,  -0.93,,,     92,    2928
Collinder 74,87.147,7.38,199.002,-10.396,  0.180,   0.91,  -3.86,,,    114,    2637
FSR 0102,274.122,7.391,35.607,11.112,  0.085,  -1.30,  -5.93,,,     40,    2153
FSR 1039,106.552,7.4,207.994,6.637,  0.110,  -1.00,  -4.77,,,     31,    2605
FSR 0096,266.438,7.484,32.215,17.99,  0.100,  -3.13,  -7.11,,,     36,    5011
NGC 2254,98.942,7.67,204.325,0.034,  0.150,  -2.09,  -1.46,,,     87,    2928
Berkeley 22,89.631,7.757,199.885,-8.062,  0.095,   1.81,  -3.93,   95.30,    2.00,     33,    5493
NGC 6828,297.562,7.905,46.828,-9.267,  0.215,   0.05,  -4.35,  -21.00,,     64,     603
FSR 1087,119.725,7.95,213.411,18.59,  0.110,  -2.88,   1.62,,,     18,    2376
MWSC 5751,308.943,7.985,52.843,-18.916,  0.140,  -1.95,  -5.38,,,     57,    1532
Basel 8,98.55,8.01,203.844,-0.154,  0.170,  -2.04,  -0.47,   11.00,    7.40,    175,    1432
FSR 1084,119.653,8.056,213.278,18.573,  0.195,  -0.33,   2.95,,,     47,    2362
FSR 0118,291.428,8.08,44.047,-3.852,  0.110,  -5.78,  -3.56,,,     61,    2883
FSR 0108,274.793,8.128,36.58,10.842,  0.110,  -1.73,  -5.78,,,     55,    2496
Dolidze 19,80.928,8.16,195.127,-15.327,  0.125,  -2.04,  -4.79,,,     34,    1710
Berkeley 31,104.395,8.298,206.223,5.13,  0.110,  -1.06,  -5.13,   61.00,    3.75,     66,    6242
Basel 7,99.075,8.33,203.799,0.455,  0.095,  -2.59,  -1.75,,,     59,    1560
NGC 2251,98.655,8.37,203.573,0.104,  0.180,  -1.95,  -2.34,  -16.00,    7.40,    229,    1329
FSR 0920,77.415,8.595,192.833,-18.055,  0.200,   0.10,  -0.78,,,     71,    2882
NGC 2039,86.55,8.675,197.561,-10.271,  0.180,   2.73,  -4.96,,,    107,    2241
FSR 1064,116.978,8.88,211.288,16.551,  0.180,  -4.25,  -5.77,,,     46,    2669
FSR 0998,100.092,9.005,203.66,1.658,  0.130,   1.60,  -2.27,,,     47,    1775
B 35,85.921,9.095,196.876,-10.6,  0.550,   0.42,  -1.52,   14.20,,    265,     612
Alessi 53,97.331,9.165,202.263,-0.689,  0.110,   1.59,  -1.99,,,     53,    2394
MWSC 5633,68.355,9.4,186.724,-25.018,  0.161,  -1.00,  -5.95,,,     33,    1481
FSR 0999,100.972,9.425,203.683,2.623,  0.160,  -0.23,  -2.26,,,     85,    1306
Trumpler 5,99.12,9.47,202.807,1.018,  0.350,  -0.24,  -0.37,,,    792,    2753
MWSC 4375,268.238,9.515,34.948,17.275,  0.200,  -3.51,  -2.75,,,    106,    3772
NGC 2459,118.008,9.557,211.111,17.761,  0.085,   0.57,   0.34,  106.20,   19.66,     14,    2376
Alessi 56,286.722,9.59,43.219,0.966,  0.075,   0.23,   0.17,,,     38,    5745
FSR 0914,78.396,9.68,192.414,-16.657,  0.140,  -1.46,  -4.46,,,     45,    1649
Alessi 14,97.608,9.741,201.879,-0.18,  0.085,  -1.95,   0.13,,,     27,    2088
Collinder 69,83.835,9.83,195.169,-12.005,  0.535,   0.87,  -2.50,   31.38,    1.42,    192,     411
FSR 0140,309.442,9.968,54.885,-18.26,  0.125,  -1.99,  -6.90,,,     51,    4011
NGC 2312,104.7,10.28,204.578,6.286,  0.110,  -0.90,  -2.80,,,     39,    2436
NGC 6709,282.846,10.33,42.14,4.702,  0.220,   1.75,  -3.00,  -12.80,    4.62,    279,    1075
NGC 6724,284.175,10.415,42.808,3.574,  0.080,  -2.49,  -4.97,,,     66,    4813
MWSC 5645,75.218,10.445,189.954,-18.869,  0.180,  -2.22,   0.37,,,     43,    2371
NGC 2141,90.728,10.46,198.032,-5.806,  0.190,  -0.85,  -0.78,   43.25,    3.09,    192,    4364
MWSC 4602,315.69,10.765,59.294,-22.883,  0.230,   3.11,  -3.62,,,     81,    1274
Poole J1856+10.8,283.973,10.773,43.038,3.913,  0.075,  -2.86,  -4.94,,,     43,    4389
Poole J1855+10.8,283.785,10.775,42.956,4.079,  0.090,  -1.70,  -6.38,,,     67,    4457
NGC 2259,99.633,10.875,201.79,2.111,  0.180,   2.66,  -2.38,,,    117,    3060
NGC 1662,72.112,10.925,187.705,-21.121,  0.485,  -2.50,  -2.67,  -13.50,    0.40,    152,     437
NGC 6525,270.517,11.017,37.369,15.894,  0.160,  -1.59,  -4.48,,,     61,    3221
FSR 0979,97.815,11.083,200.784,0.622,  0.155,   2.32,  -0.22,,,     97,    1933
FSR 0106,267.817,11.162,36.326,18.353,  0.140,  -2.05,  -2.90,,,     28,    1596
NGC 6858,300.75,11.26,51.37,-10.318,  0.115,  -0.41,  -3.68,,,     40,    2108
Berkeley 43,288.877,11.265,45.685,-0.139,  0.180,  -0.01,  -4.49,,,    293,    1355
FSR 0930,85.031,11.46,194.35,-10.164,  0.140,   0.69,   0.69,,,     53,    2035
Dol-Dzim 2,80.97,11.49,192.217,-13.552,  0.160,   1.96,  -8.01,,,     64,    1371
FSR 0913,81.384,11.593,192.346,-13.153,  0.190,   4.97,  -6.28,,,     78,    1633
NGC 6738,285.337,11.6,44.385,3.095,  0.140,   2.80,  -2.30,  -34.90,    0.90,     99,     686
Dias 8,298.043,11.628,50.339,-7.84,  0.110,  -1.22,  -3.07,,,     59,    4785
Dolidze 35,291.353,11.635,47.15,-2.108,  0.105,  -0.21,  -2.70,,,    111,    1317
NGC 6837,298.275,11.695,50.512,-8.004,  0.100,  -1.30,  -1.75,,,     38,    3367
NGC 2682,132.847,11.815,215.691,31.923,  1.030,  -7.31,  -5.92,   33.58,    0.19,    907,     890
FSR 0977,97.965,11.845,200.176,1.105,  0.145,   3.15,   0.25,,,     88,    1916
FSR 0968,92.841,11.871,197.794,-3.309,  0.120,  -0.40,  -1.80,,,     77,    2187
Dolidze 26,112.519,11.885,206.52,13.889,  0.210,  -0.96,  -2.99,,,     75,    2070
NGC 2265,100.437,11.91,201.227,3.285,  0.130,   0.46,  -3.26,,,     79,    2892
FSR 0151,311.137,11.925,57.574,-18.561,  0.155,  -2.83,  -3.63,,,     48,    2451
FSR 0136,301.358,11.942,52.275,-10.481,  0.095,   0.73,  -2.48,,,     55,    4860
FSR 0123,287.913,12.05,45.942,1.061,  0.120,   0.64,  -6.98,,,    143,    3308
MWSC 5338,256.947,12.105,32.398,28.418,  0.165,  -0.35,  -5.13,,,     39,    2767
NGC 6840,298.83,12.13,51.167,-8.256,  0.120,  -3.98,  -4.25,,,     53,    2451
FSR 1044,118.02,12.173,208.623,18.885,  0.150,   1.78,  -5.24,,,     30,    2398
NGC 6843,299.048,12.182,51.32,-8.413,  0.100,   0.13,  -3.47,,,     64,    4200
Alessi 19,274.782,12.195,40.314,12.624,  0.480,   1.04,  -6.35,   -5.10,    1.24,    269,     550
MWSC 5058,152.073,12.318,225.94,49.079,  0.230,   2.38,  -3.81,,,     12,    1191
BDSB 82,93.747,12.338,197.807,-2.307,  0.110,   0.17,   0.07,,,     61,    1934
FSR 0960,92.46,12.345,197.198,-3.408,  0.140,  -0.87,  -2.73,,,     91,    2120
FSR 0974,98.145,12.543,199.638,1.583,  0.135,   1.05,  -1.16,,,    124,    2308
NGC 2664,131.843,12.6,214.373,31.354,  0.190,  -7.07,  -4.65,   87.90,    3.90,     27,    1659
Juchert 1,290.64,12.667,47.731,-1.006,  0.125,  -1.26,  -4.89,,,    142,    2509
NGC 2194,93.442,12.818,197.243,-2.34,  0.240,   0.28,  -1.43,    7.50,    0.80,    325,    2804
Skiff J0614+12.9,93.708,12.865,197.325,-2.09,  0.085,  -1.22,  -1.94,,,     50,    2874
FSR 0952,92.573,13.017,196.661,-2.989,  0.170,  -1.16,  -1.84,,,    209,    1994
FSR 0956,93.105,13.02,196.908,-2.532,  0.160,  -1.50,  -0.26,,,    130,    2180
Berkeley 82,287.835,13.096,46.834,1.612,  0.140,  -0.90,  -4.54,   -2.76,    0.58,    208,    1125
NGC 1663,72.315,13.17,185.87,-19.664,  0.285,   2.56,  -5.07,,,     95,    1490
FSR 0124,286.733,13.245,46.473,2.634,  0.105,  -0.41,  -7.31,,,     87,    3026
FSR 0975,99.998,13.265,199.823,3.519,  0.075,   4.22,  -1.64,,,     26,    4626
FSR 0907,82.37,13.36,191.326,-11.405,  0.115,   2.95,  -7.96,,,     32,    2710
MWSC 5354,261.345,13.465,35.754,25.062,  0.210,   0.84,   0.32,,,     34,    1004
MWSC 5348,259.777,13.505,35.11,26.472,  0.110,  -1.31,  -2.65,,,     27,    3440
NGC 2395,111.774,13.584,204.617,13.955,  0.140,  -1.08,  -3.38,,,     36,    1209
FSR 0942,91.496,13.66,195.59,-3.596,  0.165,  -0.98,  -1.77,,,    134,    2082
King 25,291.125,13.7,48.864,-0.934,  0.170,   0.18,  -3.08,,,    384,    1796
NGC 2355,109.246,13.75,203.39,11.803,  0.190,  -0.20,  -1.20,   35.13,    0.14,    174,    2128
FSR 0126,290.265,13.765,48.528,-0.167,  0.135,   0.92,  -6.02,,,    180,    2110
Teutsch 11,96.347,13.867,197.652,0.646,  0.155,   1.92,  -3.01,   21.00,    7.40,    120,    5302
Kronberger 13,291.315,13.948,49.17,-0.98,  0.115,   0.78,  -3.74,,,    163,    1455
FSR 0129,291.743,13.975,49.391,-1.332,  0.100,   1.05,  -5.00,,,    129,    1305
NGC 2169,92.1,13.99,195.586,-2.923,  0.220,  -1.84,  -2.37,   22.29,    2.14,     94,    1032
FSR 0962,95.963,14.1,197.272,0.426,  0.135,  -0.68,  -2.41,,,    114,    2670
FSR 0953,94.76,14.13,196.696,-0.59,  0.100,  -0.21,   2.92,,,     65,    1734
FSR 0132,295.043,14.175,51.113,-4.039,  0.115,  -2.81,  -6.14,,,    111,    3918
FSR 0967,97.316,14.255,197.746,1.659,  0.090,   0.03,  -1.98,,,     37,    4783
BDSB 81,93.948,14.277,196.194,-1.212,  0.085,  -0.96,   1.39,,,     47,    2669
FSR 0939,92.742,14.396,195.53,-2.181,  0.240,   0.16,   1.54,,,    312,    2397
FSR 0955,95.963,14.515,196.905,0.62,  0.085,   0.90,   0.02,,,     35,    1994
FSR 0933,91.388,14.552,194.758,-3.254,  0.155,  -2.57,  -3.77,,,    113,    1875
FSR 0932,91.11,14.562,194.618,-3.484,  0.130,  -2.02,  -1.61,,,     87,    1508
FSR 0957,96.36,14.575,197.032,0.988,  0.140,   0.60,  -1.07,,,     96,    1786
FSR 0951,95.585,14.705,196.566,0.386,  0.190,  -0.26,  -0.84,   42.00,,    288,    1619
FSR 0940,93.562,14.8,195.556,-1.291,  0.125,  -0.11,   1.25,,,     71,    2421
Riddle 15,287.787,14.833,48.355,2.455,  0.045,  -3.67,  -7.00,,,     36,    4496
King 26,292.24,14.873,50.411,-1.327,  0.100,  -1.55,  -7.66,,,     84,    2537
FSR 0937,93.426,14.995,195.322,-1.314,  0.100,  -0.08,  -1.78,,,     71,    4597
MWSC 5804,340.973,15.04,82.787,-37.696,  0.200,  -0.07,  -4.44,,,     20,    1896
FSR 0928,91.1,15.42,193.863,-3.074,  0.130,  -0.28,  -4.04,,,    100,    3145
FSR 0131,292.678,15.429,51.102,-1.432,  0.110,   2.43,  -5.43,,,     58,    1303
NGC 7036,317.508,15.517,64.544,-21.442,  0.150,  -5.37,  -5.76,,,     22,    1069
FSR 0133,292.437,15.553,51.099,-1.169,  0.260,   0.94,  -6.51,,,    626,    2814
Collinder 65,81.525,15.67,188.889,-10.871,  1.500,   1.43,  -5.62,   21.84,    1.17,   1426,     325
Alessi 57,290.224,15.685,50.204,0.77,  0.100,   0.57,  -5.89,,,     77,    3797
Berkeley 45,289.781,15.722,50.036,1.165,  0.120,   0.12,  -3.97,,,    149,    2360
FSR 0941,95.447,15.733,195.596,0.752,  0.140,  -0.83,  -4.93,,,    109,    4610
FSR 0120,275.767,15.85,44.126,13.311,  0.150,  -0.39,  -6.17,,,    108,    1786
FSR 0948,96.468,15.86,195.944,1.68,  0.130,  -0.48,  -4.27,,,     93,    2991
FSR 0931,93.252,15.93,194.42,-1.013,  0.130,   0.80,  -5.30,,,    134,    1659
FSR 0925,91.27,16.1,193.35,-2.598,  0.220,   1.90,  -3.21,,,    167,    3616
NGC 7772,357.942,16.245,102.739,-44.275,  0.450,  12.29,  -9.50,  -31.50,    9.43,     21,    1250
BDSB 157,291.51,16.33,51.356,-0.014,  0.060,   0.37,  -7.94,,,     63,    5549
NGC 1807,77.703,16.522,186.101,-13.476,  0.180,   0.75,  -1.35,,,     91,    2812
IRAS 05553+1631,89.55,16.525,192.165,-3.826,  0.075,   2.98,  -7.67,   17.89,,     18,    8885
NGC 6950,310.266,16.63,61.117,-15.191,  0.148,  -1.65,  -6.54,,,     61,    3280
FSR 0921,91.32,16.675,192.871,-2.276,  0.160,   2.55,  -7.92,,,    149,    1810
NGC 1817,78.082,16.68,186.176,-13.086,  0.260,   1.00,  -1.60,   65.33,    0.09,    306,    1504
NGC 2234,97.335,16.759,195.533,2.834,  0.160,  -0.36,  -2.00,,,     83,    6871
FSR 0117,270.584,16.774,42.876,18.226,  0.120,   1.07,  -3.83,,,     36,    1724
FSR 0924,92.609,16.833,193.331,-1.12,  0.110,  -0.63,  -6.97,,,     89,    1721
FSR 0161,313.291,16.892,63.102,-17.388,  0.100,  -2.20,  -3.85,   28.80,    2.80,     34,    3620
FSR 0134,291.12,16.895,51.676,0.583,  0.093,   0.49,  -6.56,,,    135,    2478
MWSC 5333,252.225,16.9,35.464,34.505,  0.170,  -2.58,  -2.76,,,     32,    1968
FSR 0882,82.001,16.915,188.07,-9.818,  0.200,   0.32,  -3.84,,,    123,    1887
FSR 0936,97.147,16.927,195.301,2.752,  0.115,  -0.98,  -1.49,,,     78,    3161
Berkeley 29,103.26,16.93,197.944,7.975,  0.110,   1.12,  -3.93,   28.40,    1.13,     39,   10797
FSR 0923,92.64,16.97,193.226,-1.028,  0.170,   0.83,  -6.51,,,    211,    1444
FSR 0884,83.081,17.178,188.402,-8.804,  0.195,   4.37,  -4.58,,,    106,    2711
FSR 0886,83.746,17.268,188.666,-8.217,  0.150,   2.58,  -7.95,,,     79,    1685
MWSC 5343,258.592,17.3,38.557,29.001,  0.135,  -3.78,  -4.64,,,     29,    1626
Berkeley 47,292.118,17.36,52.539,-0.035,  0.147,  -1.49,  -4.51,,,    163,    1462
FSR 0121,274.077,17.45,44.936,15.448,  0.115,  -1.71,  -4.69,,,     56,    1523
Roslund 1,296.28,17.51,54.608,-3.428,  0.135,   0.40,  -7.21,,,     69,     788
NGC 7084,323.055,17.575,69.96,-24.198,  0.200,  -4.96, -10.72,,,     44,    1259
FSR 0929,96.39,17.72,194.262,2.48,  0.145,  -0.51,  -3.25,   47.20,,    113,    1296
FSR 0935,98.79,17.742,195.296,4.519,  0.135,   1.80,  -2.01,,,     89,    2955
NGC 6839,298.665,17.87,56.069,-5.209,  0.155,   1.15,  -7.87,,,    174,    5588
NGC 2304,103.8,17.98,197.216,8.897,  0.150,  -0.67,  -3.00,   43.40,    0.35,     63,    3896
FSR 0927,96.06,18.017,193.852,2.34,  0.165,  -0.47,  -1.68,,,    207,    2981
FSR 0868,81.233,18.31,186.477,-9.681,  0.140,   0.86,  -2.20,,,     70,    2304
Harvard 20,298.3,18.323,56.283,-4.68,  0.135,  -0.95,  -4.98,    5.15,    0.65,    123,    1604
MWSC 4301,254.835,18.36,38.183,32.718,  0.295,  -1.52,  -7.00,,,     68,    1355
